pilot_id,sample_id,object_category,task,executor,decision,issue_type,review_mode,object_task_feasible,executor_feasible,negative_reason,samples_path,pilot_reason,point_cloud_path,source_mask_path,checked_mask_path,render_output_dir
v3_review_000689,3danet_full_5afca35479b347786f0abe366609662_pick_up,Bag,pick_up,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_5afca35479b347786f0abe366609662_pick_up
v3_review_000690,3danet_full_5afca35479b347786f0abe366609662_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_5afca35479b347786f0abe366609662_pick_up
v3_review_000691,3danet_full_5afca35479b347786f0abe366609662_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_5afca35479b347786f0abe366609662_pick_up
v3_review_000692,3danet_full_5afca35479b347786f0abe366609662_pick_up,Bag,pick_up,dexterous_hand,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,ordinary_surface_without_operation_meaning,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_5afca35479b347786f0abe366609662_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_5afca35479b347786f0abe366609662_pick_up
v3_review_000693,3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up,Bag,pick_up,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up
v3_review_000694,3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up
v3_review_000695,3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up
v3_review_000696,3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up,Bag,pick_up,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_cbc1512b28e9ed382bef451de0ed6949_pick_up
v3_review_000697,3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up,Bag,pick_up,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up
v3_review_000698,3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up
v3_review_000699,3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up
v3_review_000700,3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up,Bag,pick_up,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_6ca911066e1f7d32749d52b3e269018_pick_up
v3_review_000701,3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up,Bag,pick_up,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up
v3_review_000702,3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up
v3_review_000703,3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up
v3_review_000704,3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up,Bag,pick_up,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_54931ecfaf7c4e08302e608f9e1070d0_pick_up
v3_review_000705,3danet_full_71ead7f072106c63ed13f430b2941481_pick_up,Bag,pick_up,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up
v3_review_000706,3danet_full_71ead7f072106c63ed13f430b2941481_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up
v3_review_000707,3danet_full_71ead7f072106c63ed13f430b2941481_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up
v3_review_000708,3danet_full_71ead7f072106c63ed13f430b2941481_pick_up,Bag,pick_up,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_71ead7f072106c63ed13f430b2941481_pick_up
v3_review_000709,3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up,Bag,pick_up,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up
v3_review_000710,3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up
v3_review_000711,3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up
v3_review_000712,3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up,Bag,pick_up,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_10a885f5971d9d4ce858db1dc3499392_pick_up
v3_review_000713,3danet_full_abba6df6294f20c569ea850160c0b35_pick_up,Bag,pick_up,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up
v3_review_000714,3danet_full_abba6df6294f20c569ea850160c0b35_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up
v3_review_000715,3danet_full_abba6df6294f20c569ea850160c0b35_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up
v3_review_000716,3danet_full_abba6df6294f20c569ea850160c0b35_pick_up,Bag,pick_up,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_abba6df6294f20c569ea850160c0b35_pick_up
v3_review_000717,3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up,Bag,pick_up,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up
v3_review_000718,3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up
v3_review_000719,3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up
v3_review_000720,3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up,Bag,pick_up,dexterous_hand,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,ordinary_surface_without_operation_meaning,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_2cf9dc107cf70f511f6736765dee4fa9_pick_up
v3_review_000721,3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up,Bag,pick_up,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up
v3_review_000722,3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up,Bag,pick_up,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up
v3_review_000723,3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up,Bag,pick_up,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up.npy,processed/vlm_semantic_part/renders/3danet_full_bb6eba59b185e6bce8a1430c80ad4e85_pick_up
